especie,latitude,longitude,ano,month,institutionCode,basisOfRecord
Megaptera novaeangliae,-16.45,-38.99,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.91439,-38.99645,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.350278,-40.059444,2017,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.93,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.291986,-39.888611,2022,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.685517,-38.947883,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.6833,-37.95469,2017,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.871787,-45.49655,2025,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.525746,-45.103162,2025,12,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.852097,-39.03174,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.323343,-39.922192,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-24.06851,-45.630086,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-18.040489,-38.729276,2024,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2015,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.91706,-39.00382,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.46148,-38.8538,2023,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.96296,-38.73468,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-18.031497,-38.704353,2020,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.9584,-38.9392,2022,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.903224,-38.96977,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.416001,-40.18045,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.90144,-38.98741,2022,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.432778,-41.714167,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-20.404835,-40.124747,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.60282,-40.02594,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.537778,-41.285,2010,NA,PGS,HumanObservation
Megaptera novaeangliae,-20.479366,-40.042419,2020,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2025,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.9,2008,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.98618,-39.01931,2020,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57486,-37.97855,2017,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-13.024158,-38.494009,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.984471,-42.045901,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-18.01733,-38.75086,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.97988,-38.75014,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.880117,-45.450717,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.484271,-40.198975,2022,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.394444,-38.5625,2013,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.562021,-45.074333,2026,1,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.65423,-40.00946,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.66022,-37.98527,2010,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.094802,-43.153424,2023,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.309722,-41.506111,2010,NA,PGS,HumanObservation
Megaptera novaeangliae,-18.0245,-38.724850000000004,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.114644,-43.171896,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.769903,-38.935547,2023,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.987445,-42.020555,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.916583,-45.478917,2019,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.351709,-40.056152,2020,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.999312,-42.016311,2024,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.094802,-43.153424,2023,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.421122,-40.169666,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-13.08871,-38.4236,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.94,-38.88,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.826102,-45.391319,2017,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.86361,-39.01474,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-13.77121,-38.02831,2013,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.821271,-39.979248,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.7014,-37.15271,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.592519,-37.977462,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-25.033333,-42.409444,2011,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.30792,-43.57828,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.02398,-42.79391,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-24.964167,-42.405,2011,NA,PGS,HumanObservation
Megaptera novaeangliae,-22.992286,-42.019805,2024,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.88535,-39.06273,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.567222,-41.593056,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-19.95514,-39.74465,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.91756,-39.0276,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.91518,-38.98423,2022,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.85535,-45.433783,2019,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.765917,-38.939444,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.62844,-37.94629,2015,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.539722,-41.632222,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.933648,-45.460993,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.431389,-41.628333,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.886139,-45.47473,2022,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.97972,-42.04739,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.8613,-45.4628,2021,5,Happywhale.com,HumanObservation
Megaptera novaeangliae,-10.918467,-36.070367,2018,NA,PGS,HumanObservation
Megaptera novaeangliae,-16.45,-39,2024,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.94284,-38.90216,2020,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.741783,-38.980317,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.62761,-38.00324,2017,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.90872,-39.00762,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.914367,-45.464067,2021,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.93769,-38.75636,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.98,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-24.241667,-44.671667,2011,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-26.07841,-45.5609,2016,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.934144,-45.448143,2020,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.931498,-38.776245,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.459292,-38.876375,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.94,-38.88,2021,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2015,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.012778,-43.353611,2020,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.9,2024,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.23061,-42.97879,2024,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.89055,-39.026283,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.13078,-43.71936,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57787,-37.90805,2015,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.9,2015,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.92511,-39.02191,2020,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-13.037921,-38.430184,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-24.652778,-41.884444,2010,NA,PGS,HumanObservation
Megaptera novaeangliae,-17.91292,-39.0135,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.090001,-43.129058,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.92,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.9,2014,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.977336,-45.250483,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.8847,-38.90939,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.4385,-39.7628,2004,NA,UFPE,HumanObservation
Megaptera novaeangliae,-16.457,-39.01,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.649089,-40.075378,2021,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.35,-40.05,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.95284,-39.02365,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.679928,-40.042419,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2022,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.337222,-41.524722,2010,NA,PGS,HumanObservation
Megaptera novaeangliae,-17.12117,-39.14468,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2022,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.339648,-40.149743,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-21.9989,-39.5909,2002,NA,UFPE,HumanObservation
Megaptera novaeangliae,-18.09798,-38.73548,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.93918,-39.00269,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.91,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.8601,-45.255325,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.86059,-39.09476,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.508611,-41.270278,2010,NA,PGS,HumanObservation
Megaptera novaeangliae,-17.99154,-38.73082,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.1,-39.16,2025,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.974031,-38.657112,2020,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.433333,-41.459722,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-16.940276,-39.144287,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2021,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.99,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2024,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.969693,-38.712815,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.96444,-38.73102,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-24.05327,-45.36804,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-27.242483,-45.888017,2023,NA,PGS,HumanObservation
Megaptera novaeangliae,-12.63613,-37.95572,2013,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.94,-38.88,2024,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.987445,-42.020555,2024,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.79361,-45.225783,2020,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.128278,-43.170952,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2021,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-13.0844,-38.42371,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.72143,-37.97949,2016,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.0743,-43.31772,2022,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.68926,-38.00422,2013,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.37005,-37.55223,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.116683,-43.126439,2024,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.978541,-38.726888,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.44334,-40.036926,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.999831,-42.013656,2025,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.511036,-40.117461,2023,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.245126,-39.473877,2021,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.99771,-45.64125,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-25.3465,-41.9295,2001,NA,UFPE,HumanObservation
Megaptera novaeangliae,-12.59759,-37.89224,2013,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.98556,-38.7346,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2025,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.546383,-45.132277,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.95657,-39.06944,2020,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.3725,-41.445833,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.00417,-42.015519,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-25.4096,-44.454,2001,NA,UFPE,HumanObservation
Megaptera novaeangliae,-12.60093,-37.91651,2015,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.66844,-37.90925,2016,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.022225,-43.196545,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.745717,-38.82225,2024,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.553,-39.1774,1999,NA,UFPE,HumanObservation
Megaptera novaeangliae,-12.67003,-37.97704,2016,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.9,2016,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-18.02096,-39.02897,2021,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.685517,-38.947883,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.91388,-38.99949,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.97,-38.7,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-24.685833,-41.522778,2010,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.52,-41.6925,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-18.02986,-38.84077,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.99,2024,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.99,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.9435,-45.430183,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-24.652778,-41.884444,2010,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.00595,-42.014036,2018,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.040436,-43.170976,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-24.241667,-42.334167,2009,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.911717,-45.47275,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.98,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.940067,-45.442417,2021,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.93292,-39.00444,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.855833,-45.530883,2021,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.007221,-42.016637,2024,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.94657,-38.94886,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.004543,-42.014251,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-24.07405,-45.39736,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-27.793033,-45.928583,2023,NA,PGS,HumanObservation
Megaptera novaeangliae,-17.94635,-38.8292,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-19.87058,-39.76946,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.30792,-43.57828,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2015,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.066254,-43.064684,2024,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.91,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.61923,-37.93214,2016,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.483056,-41.615278000000004,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-17.97102,-38.84846,2020,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.011492,-42.019203,2020,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-13.10393,-38.38242,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.286834,-40.031433,2022,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.91,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.1,-39.16,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.59342,-37.94983,2018,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-13.46813,-38.78917,2015,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.46,-39,2023,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.976697,-38.709122,2022,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-11.1147,-35.691517,2018,NA,PGS,HumanObservation
Megaptera novaeangliae,-20.364045,-40.06874,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.02414,-43.195825,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-4.735333,-36.413167,2017,NA,PGS,HumanObservation
Megaptera novaeangliae,-16.45,-39,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2024,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.241111,-39.791944,2013,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.882483,-45.728531,2023,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.996659,-42.015428,2025,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-27.408483,-46.505067,2023,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.013613,-42.006354,2025,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.15646,-43.1424,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.946318,-38.7797,2025,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.5719,-39.6084,2003,NA,UFPE,HumanObservation
Megaptera novaeangliae,-23.02414,-43.195825,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.95916,-38.85697,2020,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.69671,-38.95178,2022,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.59759,-37.89224,2013,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.67292,-38.02813,2017,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-25.370278,-41.900833,2011,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.521667,-41.704444,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.969,-45.505,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.93292,-39.00444,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.090102,-43.148676,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.94833,-38.91945,2021,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.85999,-39.02593,2020,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.381111,-41.271944,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-12.5771,-37.93702,2017,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-13.927988,-38.819093,2009,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.99049,-38.71101,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.986,-42.026,2025,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.59738,-37.95849,2013,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.84073,-39.0722,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.909467,-45.465833,2021,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.841439,-45.25902,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-11.069167,-36.609722,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-17.8964,-38.93523,2022,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.9416,-45.4327,2021,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-21.435556,-40.231944,2010,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.941183,-45.41415,2021,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.606329,-37.878162,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.623,-37.99567,2017,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.893518,-38.955774,2025,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.45815,-37.81586,2013,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.9,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-13.15511,-38.49131,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.91992,-39.02298,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.95,-38.8,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.95,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.95904,-38.77845,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.431667,-41.391389,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-16.45,-38.9,2014,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.99253,-38.70615,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.97,2024,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.7182,-38.9058,2024,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.868263,-45.52968,2025,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.74669,-37.92846,2016,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.470556,-41.4,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.010687,-42.007828,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-13.0375,-38.059722,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.8466,-45.4204,2021,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.08117,-43.24137,2024,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.950602,-38.339476,2021,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.530817,-39.976501,2020,12,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.66309,-37.93477,2010,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.92574,-38.94123,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.63532,-37.92647,2015,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.28458,-40.0177,2020,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-13.10567,-38.46128,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.9,2015,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.30277,-40.026811,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-13.19058,-38.6249,2015,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.5425,-41.202778,2010,NA,PGS,HumanObservation
Megaptera novaeangliae,-16.45,-39,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2025,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.03875,-43.26067,2022,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.373056,-41.5725,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-17.91297,-38.97726,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.615754,-40.177002,2019,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.9,2015,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.60409,-37.95157,2015,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.65772,-37.978,2013,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-21.371944,-39.685556,2010,NA,PGS,HumanObservation
Megaptera novaeangliae,-17.89432,-39.03355,2019,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.719117,-38.959733,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-18.12229,-38.76498,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2021,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.913688,-38.879574,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2024,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.12117,-39.14468,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.469958,-39.995728,2019,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.139571,-43.15,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.992286,-42.019805,2024,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.9,2015,8,Happywhale.com,HumanObservation
