especie,latitude,longitude,ano,month,institutionCode,basisOfRecord
Megaptera novaeangliae,-16.45,-38.9,2024,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.922692,-38.888334,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.98,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.595187,-39.935303,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.478889,-40.210833,2013,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.363333,-39.907778,2012,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.05408,-43.20843,2024,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.91985,-39.04692,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.459665,-40.061646,2022,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.890573,-45.471882,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.505833,-41.450833,2010,NA,PGS,HumanObservation
Megaptera novaeangliae,-20.271679,-39.861904,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-13.946204,-38.843818,2008,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2013,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.70784,-38.03638,2013,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.463927,-40.124817,2018,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.800093,-45.367125,2024,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.114224,-43.158853,2016,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-18.293799,-38.552426,2023,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.987834,-42.027959,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.839441,-38.979492,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-11.0308,-36.8341,2002,NA,UFPE,HumanObservation
Megaptera novaeangliae,-17.92253,-39.02789,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.56926,-37.95338,2015,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.9,2014,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2021,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.810556,-41.678611,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.82773,-45.20566,2025,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.56508,-37.85648,2013,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.103831,-43.146046,2024,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.96,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-11.348611,-36.064444,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2016,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.081371,-43.128751,2022,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-21.3734,-40.2096,2003,NA,UFPE,HumanObservation
Megaptera novaeangliae,-23.870887,-45.219859,2025,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.457,-39.01,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.95521,-38.96021,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.6322,-37.9364,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2021,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.94512,-38.83535,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.1,-39.16,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-11.046453,-36.943976,2004,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.89793,-39.00956,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.818061,-45.227201,2025,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.60859,-37.99609,2016,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.92,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.93315,-38.68241,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.95,-38.8,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-24.007,-45.416,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.90663,-38.98946,2019,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.14522,-38.85375,2020,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.849843,-38.93795,2022,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.28978,-38.91099,2018,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.306389,-41.329167,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-17.95,-38.8,2025,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-26.84909,-43.81856,1849,8,Wildlife Conservation Society,HumanObservation
Megaptera novaeangliae,-20.565019,-40.015717,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.339219,-40.146034,2020,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.90978,-39.03037,2021,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.457,-39.01,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.94,-38.88,1989,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.7934,-38.8903,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.98,2025,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.027074,-43.171443,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.9,2014,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.9,2015,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.7847,-38.8861,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2021,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.95,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.110835,-43.095236,2022,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.986,-42.026,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.9,2015,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-18.00726,-38.71301,2022,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.95,-38.8,2025,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.986,-42.026,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-25.125278,-42.296111,2011,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.331944,-40.173333,2013,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.004543,-42.014251,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.457,-39.01,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.004543,-42.014251,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.000352,-42.046523,2023,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.2645,-41.1138,2001,NA,UFPE,HumanObservation
Megaptera novaeangliae,-16.45,-39,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-13.48259,-38.80405,2016,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.9,2014,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-13.08341,-38.38867,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2021,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.96778,-38.98063,2020,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.93719,-38.75706,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.94,-38.88,2021,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.045592,-43.21373,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-25.138611,-42.375833,2011,NA,PGS,HumanObservation
Megaptera novaeangliae,-16.5,-39,2023,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.216389,-41.118611,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-17.88515,-38.70906,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.93823,-39.01404,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.771111,-39.045694,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.745717,-38.82225,2024,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-13.15033,-38.59045,2015,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.304303,-40.14679,2022,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2015,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.63048,-37.92807,2015,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.679692,-40.157684,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.17815,-43.75842,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.97,-38.7,2023,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.83713,-39.0196,2022,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.52225,-38.82893,2023,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.07894,-43.17244,2024,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.89736,-38.94316,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.3675,-41.304444,2010,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.705067,-45.259067,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.834201,-45.236073,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-13.639403,-38.106079,2022,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.104517,-43.125159,2024,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-18.031497,-38.704353,2020,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.321175,-40.84247,2023,11,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.91,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.93823,-39.01404,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.88235,-39.02595,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.344467,-40.076571,2024,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.99,2025,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.90736,-38.99653,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.90167,-38.7564,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.92582,-38.87851,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.95,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.93292,-39.00444,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-18,-38.7,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2021,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.499949,-40.069885,2021,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.97,2024,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.90673,-38.96942,2022,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-18.384,-39.6848,2002,NA,UFPE,HumanObservation
Megaptera novaeangliae,-17.96496,-39.02547,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.931228,-38.829522,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.280687,-38.943787,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.62,-38.08,2001,11,UK Royal Navy,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2016,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-18.01672,-38.76192,2021,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.96238,-38.69588,2021,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.573333,-41.036667,2010,NA,PGS,HumanObservation
Megaptera novaeangliae,-12.59862,-37.89642,2013,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.075732,-43.234145,2024,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.99,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.466111,-41.461389,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-16.45,-39,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.14132,-43.12316,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.932,-45.22,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.54199,-39.951782,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.065773,-43.114763,2021,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.1,-39.16,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.663288,-37.974642,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.756442,-38.924714,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-11.028611,-35.926944,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-14.771389,-38.91,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.463927,-40.207214,2022,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.1,-39.16,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.990557,-42.02605,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-8.125903,-34.81112,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.94863,-39.01669,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.88856,-39.00658,2022,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.8147,-41.1796,2000,NA,UFPE,HumanObservation
Megaptera novaeangliae,-17.8934,-39.01348,2022,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.428654,-40.070774,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.315492,-40.083618,2020,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.541105,-39.987488,2020,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.34508,-40.16721,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-24.772778,-41.730833,2010,NA,PGS,HumanObservation
Megaptera novaeangliae,-18.02863,-38.70964,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.44,-39,2023,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.8987,-38.5672,2002,NA,UFPE,HumanObservation
Megaptera novaeangliae,-20.26786,-40.0357,2020,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.97793,-42.09609,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.38208,-37.51702,2015,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.338737,-40.191923,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.90727,-38.96919,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.960369,-38.770439,2025,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.577768,-37.99275,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.70053,-37.953360000000004,2016,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.457,-39.01,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2022,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.93719,-38.75706,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.5616,-40.1147,2002,NA,UFPE,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2009,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.92181,-38.841144,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.354722,-41.311944,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-12.62338,-37.93165,2015,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.903224,-38.96977,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.768004,-38.918724,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-18.03403,-38.75903,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.02414,-43.195825,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.546249,-39.833679,2022,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-19.2508,-39.6934,2000,NA,UFPE,HumanObservation
Megaptera novaeangliae,-12.64127,-37.95688,2010,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.98,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-21.1868,-38.7495,2001,NA,UFPE,HumanObservation
Megaptera novaeangliae,-17.1,-39.16,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.806,-38.983,2024,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2018,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.104792,-43.137807,2024,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.92515,-45.452267,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.003662,-42.012749,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.55696,-32.86311,2013,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.612778,-41.78,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-12.37946,-37.55915,2014,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.766949,-38.869519,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.91277,-39.06704,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-24.3925,-42.800833,2012,NA,PGS,HumanObservation
Megaptera novaeangliae,-17.88231,-39.06732,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.88,2024,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.813833,-39.268267,2020,NA,PGS,HumanObservation
Megaptera novaeangliae,-17.93302,-38.95773,2021,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.93163,-38.98577,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.93166,-38.8118,2020,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.417602,-40.113831,2021,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.97377,-38.78816,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.598722,-40.012207,2020,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.618333,-40.971944,2010,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.027819,-43.25494,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.317745,-40.086365,2022,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.94284,-38.90216,2020,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.574618,-40.023193,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.868296,-38.988064,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.2727,-39.7696,2002,NA,UFPE,HumanObservation
Megaptera novaeangliae,-23.005803,-42.023692,2023,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.01467,-42.001914,2024,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.94324,-38.89191,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.90139,-45.463042,2024,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-21.9353,-40.46,2004,NA,UFPE,HumanObservation
Megaptera novaeangliae,-12.62558,-37.93867,2017,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.083692,-43.209788,2024,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.2,-44.68,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.59712,-37.92684,2010,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.50873,-39.02004,2019,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.373333,-41.313611,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.95091,-45.44781,2023,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.96871,-38.19039,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.9,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.992286,-42.019805,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.51,-39,2023,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-27.53575,-46.33205,2023,NA,PGS,HumanObservation
Megaptera novaeangliae,-20.534244,-39.949081,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.901808,-45.489881,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-18.01554,-38.77801,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.96718,-38.73668,2022,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.89993,-38.8432,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.739359,-38.901215,2023,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.309444,-41.211389,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-24.785833,-42.459167,2010,NA,PGS,HumanObservation
Megaptera novaeangliae,-22.992286,-42.019805,2024,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.64443,-37.95522,2017,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.6276,-37.95651,2018,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.2135,-39.2426,2000,NA,UFPE,HumanObservation
Megaptera novaeangliae,-16.61517,-38.73793,2023,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.94998,-39.02884,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.94608,-38.83638,2022,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.68138,-37.96988,2018,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.95284,-39.02365,2022,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.2833,-28.2667,1910,7,TN,HumanObservation
Megaptera novaeangliae,-20.385607,-40.136812,2024,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.91486,-38.702061,2025,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.284167,-41.321389,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-23.090001,-43.129058,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.345512,-40.207214,2018,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.998034,-42.014447,2025,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.95729,-38.97015,2021,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.100106,-43.210953,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.430585,-40.152007,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.99,2025,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.441667,-41.454444,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-20.399985,-40.12207,2020,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.98,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-19.957021,-39.788635,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.750467,-38.967083,2025,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.749933,-38.962483,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.47435,-39.97749,2017,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.1,-39.16,2025,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.95555,-38.5877,2015,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.865571,-45.237723,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.544243,-40.180457,2024,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2023,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.870883,-39.087606,2025,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.61205,-37.96634,2013,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-11.185278,-36.6525,2014,NA,PGS,HumanObservation
Megaptera novaeangliae,-12.596258,-37.954014,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-14.774644,-38.923187,2022,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.2505,-39.215,2002,NA,UFPE,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2013,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.65813,-37.98629,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.50873,-39.02004,2019,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.92,-45.47,2024,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.66372,-37.93137,2013,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.96,2024,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.107244,-43.153335,2025,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-38.92,2025,10,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.44363,-39.060988,2017,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.848124,-45.244271,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.89444,-39.06506,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.588031,-37.987863,2020,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.09888,-43.19735,2023,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.11732,-39.80232,1849,8,Wildlife Conservation Society,HumanObservation
Megaptera novaeangliae,-12.601852,-38.01012,2018,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-16.45,-39,2021,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.368024,-40.092545,2016,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.971844,-42.039657,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-23.08944,-43.1248,2025,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-13.10523,-38.4427,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-22.987445,-42.020555,2024,6,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.92636,-38.97071,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.93486,-39.01095,2019,9,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.57,-37.96,2015,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.61464,-37.93892,2013,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-17.91378,-39.00056,2019,8,Happywhale.com,HumanObservation
Megaptera novaeangliae,-12.69832,-37.97061,2019,7,Happywhale.com,HumanObservation
Megaptera novaeangliae,-20.494803,-39.90509,2019,8,Happywhale.com,HumanObservation
